problem,quantity,start_node,target_node,initial_holding_time_included,seed,num_particles,num_monte_carlo_runs,total_particle_return_times,mean_of_run_particle_averages,std_of_run_particle_averages,standard_error_of_run_particle_averages,ci95_low,ci95_high,problem1_simulation_mean,problem1_simulation_standard_error,problem1_theoretical_value,difference_from_problem1_simulation_mean,difference_from_problem1_theory,relative_error_vs_problem1_theory
2a,average_return_time_to_a_across_100_particles,a,a,yes,20260624,100,2000,200000,6.70478013087,0.480086936306,0.0107350702469,6.68373939319,6.72582086855,6.69375284456,0.0155366695236,6.70833333333,0.0110272863097,-0.00355320246031,-0.000529669931971
