time,node,mean_count,std_count,standard_error,seed,num_particles,num_monte_carlo_runs
40.4,o,21.7126,4.19922944665,0.0593860723496,20260625,100,5000
40.4,a,14.9606,3.52243227697,0.0498147149863,20260625,100,5000
40.4,b,26.0872,4.39338781936,0.062131886389,20260625,100,5000
40.4,c,18.6222,3.96058132108,0.0560110781915,20260625,100,5000
40.4,d,18.6174,3.87484452901,0.0547985768502,20260625,100,5000
40.5,o,21.7102,4.19267595532,0.0592933919865,20260625,100,5000
40.5,a,14.9258,3.53960451463,0.0500575671003,20260625,100,5000
40.5,b,26.127,4.3862875993,0.062031474114,20260625,100,5000
40.5,c,18.6298,3.94900884959,0.0558474187303,20260625,100,5000
40.5,d,18.6072,3.88297871031,0.0549136115453,20260625,100,5000
40.6,o,21.7208,4.14235188943,0.0585817022215,20260625,100,5000
40.6,a,14.902,3.54165281485,0.0500865344398,20260625,100,5000
40.6,b,26.1212,4.34445455921,0.0614398655876,20260625,100,5000
40.6,c,18.608,3.93728795585,0.0556816602613,20260625,100,5000
40.6,d,18.648,3.8800395541,0.0548720455995,20260625,100,5000
40.7,o,21.7166,4.17729271118,0.0590758400615,20260625,100,5000
40.7,a,14.9186,3.52443731277,0.0498430704746,20260625,100,5000
40.7,b,26.1116,4.35730910867,0.0616216563694,20260625,100,5000
40.7,c,18.5992,3.94163248583,0.0557431011935,20260625,100,5000
40.7,d,18.654,3.86492839964,0.0546583416037,20260625,100,5000
40.8,o,21.711,4.18910356971,0.0592428708247,20260625,100,5000
40.8,a,14.9364,3.55348849669,0.0502539162575,20260625,100,5000
40.8,b,26.0878,4.36851324155,0.061780106736,20260625,100,5000
40.8,c,18.6314,3.89617377359,0.0551002179197,20260625,100,5000
40.8,d,18.6334,3.83295483257,0.0542061670819,20260625,100,5000
40.9,o,21.7236,4.18510526286,0.0591863262269,20260625,100,5000
40.9,a,14.9484,3.56239744766,0.0503799078505,20260625,100,5000
40.9,b,26.0712,4.37327745188,0.0618474828447,20260625,100,5000
40.9,c,18.611,3.87203790471,0.0547588851886,20260625,100,5000
40.9,d,18.6458,3.83907411468,0.0542927067994,20260625,100,5000
41,o,21.7138,4.1930187027,0.0592982391664,20260625,100,5000
41,a,14.9408,3.55980755182,0.0503432811922,20260625,100,5000
41,b,26.0896,4.44930681188,0.0629227003652,20260625,100,5000
41,c,18.575,3.87677454544,0.0548258714042,20260625,100,5000
41,d,18.6808,3.85329481563,0.0544938178809,20260625,100,5000
41.1,o,21.753,4.17006821213,0.0589736702161,20260625,100,5000
41.1,a,14.9188,3.54935573664,0.0501954702044,20260625,100,5000
41.1,b,26.0802,4.45283432284,0.0629725869037,20260625,100,5000
41.1,c,18.585,3.85576819709,0.0545287967769,20260625,100,5000
41.1,d,18.663,3.87154087745,0.0547518561617,20260625,100,5000
41.2,o,21.7474,4.12696009187,0.058364029333,20260625,100,5000
41.2,a,14.9514,3.55701679975,0.050303813998,20260625,100,5000
41.2,b,26.0448,4.42636549579,0.0625982611616,20260625,100,5000
41.2,c,18.578,3.89781407855,0.0551234153349,20260625,100,5000
41.2,d,18.6784,3.89219774429,0.0550439883741,20260625,100,5000
41.3,o,21.7818,4.09247338754,0.057876313683,20260625,100,5000
41.3,a,14.945,3.54221462603,0.0500944796497,20260625,100,5000
41.3,b,26.009,4.39799812159,0.0621970859084,20260625,100,5000
41.3,c,18.5944,3.88732696106,0.0549751050971,20260625,100,5000
41.3,d,18.6698,3.88780027242,0.0549817987305,20260625,100,5000
41.4,o,21.749,4.11083675129,0.0581360108638,20260625,100,5000
41.4,a,14.9504,3.57022256139,0.05049057167,20260625,100,5000
41.4,b,26.0428,4.42014430705,0.0625102802668,20260625,100,5000
41.4,c,18.5996,3.90168226088,0.0551781196941,20260625,100,5000
41.4,d,18.6582,3.86605251289,0.0546742389657,20260625,100,5000
41.5,o,21.74,4.12439112117,0.058327698601,20260625,100,5000
41.5,a,14.9778,3.571366418,0.0505067482454,20260625,100,5000
41.5,b,26.0706,4.39866858232,0.062206567655,20260625,100,5000
41.5,c,18.5812,3.87577229493,0.0548116974417,20260625,100,5000
41.5,d,18.6304,3.86496874977,0.0546589122407,20260625,100,5000
41.6,o,21.756,4.12401085026,0.0583223207582,20260625,100,5000
41.6,a,14.9696,3.53841488749,0.0500407432319,20260625,100,5000
41.6,b,26.039,4.37356886546,0.0618516040551,20260625,100,5000
41.6,c,18.624,3.84364133547,0.0543572970552,20260625,100,5000
41.6,d,18.6114,3.89412671655,0.0550712681615,20260625,100,5000
41.7,o,21.7648,4.11544266558,0.0582011483283,20260625,100,5000
41.7,a,15.0018,3.5727789898,0.0505267250273,20260625,100,5000
41.7,b,26.0182,4.36445626117,0.0617227323693,20260625,100,5000
41.7,c,18.6154,3.84531404804,0.0543809527832,20260625,100,5000
41.7,d,18.5998,3.86360265104,0.0546395926872,20260625,100,5000
41.8,o,21.7688,4.13385586503,0.0584615502922,20260625,100,5000
41.8,a,15.0228,3.53999809001,0.0500631330967,20260625,100,5000
41.8,b,25.9982,4.36889164467,0.0617854581643,20260625,100,5000
41.8,c,18.611,3.87993424918,0.0548705563631,20260625,100,5000
41.8,d,18.5992,3.83065192087,0.0541735989922,20260625,100,5000
41.9,o,21.7428,4.15842598363,0.0588090242417,20260625,100,5000
41.9,a,14.9724,3.55136039739,0.0502238203886,20260625,100,5000
41.9,b,26.0624,4.36810282668,0.0617743025933,20260625,100,5000
41.9,c,18.633,3.84276780106,0.0543449434131,20260625,100,5000
41.9,d,18.5894,3.85437139827,0.0545090430585,20260625,100,5000
42,o,21.7324,4.13872154695,0.0585303614259,20260625,100,5000
42,a,14.958,3.53088224469,0.0499342155759,20260625,100,5000
42,b,26.0576,4.38279865209,0.0619821329494,20260625,100,5000
42,c,18.6402,3.84610224259,0.0543920995375,20260625,100,5000
42,d,18.6118,3.86420589222,0.0546481238057,20260625,100,5000
42.1,o,21.7342,4.12671253073,0.0583605282897,20260625,100,5000
42.1,a,14.9568,3.53963833858,0.0500580454431,20260625,100,5000
42.1,b,26.0738,4.40238909752,0.0622591836855,20260625,100,5000
42.1,c,18.5782,3.883207517,0.0549168473606,20260625,100,5000
42.1,d,18.657,3.84311135683,0.0543498020254,20260625,100,5000
42.2,o,21.736,4.11904082275,0.058252033955,20260625,100,5000
42.2,a,14.9386,3.50766172516,0.0496058278394,20260625,100,5000
42.2,b,26.066,4.39844441396,0.0622033974356,20260625,100,5000
42.2,c,18.6046,3.88366777867,0.0549233564435,20260625,100,5000
42.2,d,18.6548,3.83063594124,0.0541733730062,20260625,100,5000
42.3,o,21.7114,4.08360688718,0.0577509224325,20260625,100,5000
42.3,a,14.9364,3.50730883771,0.0496008372572,20260625,100,5000
42.3,b,26.1178,4.4350261613,0.0627207414679,20260625,100,5000
42.3,c,18.5698,3.89894451277,0.055139402089,20260625,100,5000
42.3,d,18.6646,3.84050214573,0.0543129022081,20260625,100,5000
42.4,o,21.7138,4.0805906195,0.0577082659659,20260625,100,5000
42.4,a,14.9162,3.51101737515,0.0496532838966,20260625,100,5000
42.4,b,26.103,4.45043281833,0.0629386245011,20260625,100,5000
42.4,c,18.6146,3.86826311565,0.0547055016098,20260625,100,5000
42.4,d,18.6524,3.86685463303,0.0546855826575,20260625,100,5000
42.5,o,21.7346,4.11916937638,0.0582538519778,20260625,100,5000
