time,node,count,total_count,lambda,service_mode,seed
15.45,c,89,301,100,proportional,20260904
15.45,d,54,301,100,proportional,20260904
15.5,o,46,304,100,proportional,20260904
15.5,a,49,304,100,proportional,20260904
15.5,b,61,304,100,proportional,20260904
15.5,c,89,304,100,proportional,20260904
15.5,d,59,304,100,proportional,20260904
15.55,o,47,303,100,proportional,20260904
15.55,a,50,303,100,proportional,20260904
15.55,b,58,303,100,proportional,20260904
15.55,c,92,303,100,proportional,20260904
15.55,d,56,303,100,proportional,20260904
15.6,o,49,305,100,proportional,20260904
15.6,a,50,305,100,proportional,20260904
15.6,b,60,305,100,proportional,20260904
15.6,c,91,305,100,proportional,20260904
15.6,d,55,305,100,proportional,20260904
15.65,o,51,305,100,proportional,20260904
15.65,a,47,305,100,proportional,20260904
15.65,b,64,305,100,proportional,20260904
15.65,c,83,305,100,proportional,20260904
15.65,d,60,305,100,proportional,20260904
15.7,o,48,303,100,proportional,20260904
15.7,a,48,303,100,proportional,20260904
15.7,b,61,303,100,proportional,20260904
15.7,c,86,303,100,proportional,20260904
15.7,d,60,303,100,proportional,20260904
15.75,o,47,301,100,proportional,20260904
15.75,a,48,301,100,proportional,20260904
15.75,b,60,301,100,proportional,20260904
15.75,c,86,301,100,proportional,20260904
15.75,d,60,301,100,proportional,20260904
15.8,o,44,299,100,proportional,20260904
15.8,a,49,299,100,proportional,20260904
15.8,b,61,299,100,proportional,20260904
15.8,c,88,299,100,proportional,20260904
15.8,d,57,299,100,proportional,20260904
15.85,o,51,302,100,proportional,20260904
15.85,a,44,302,100,proportional,20260904
15.85,b,58,302,100,proportional,20260904
15.85,c,91,302,100,proportional,20260904
15.85,d,58,302,100,proportional,20260904
15.9,o,57,300,100,proportional,20260904
15.9,a,43,300,100,proportional,20260904
15.9,b,55,300,100,proportional,20260904
15.9,c,91,300,100,proportional,20260904
15.9,d,54,300,100,proportional,20260904
15.95,o,59,301,100,proportional,20260904
15.95,a,45,301,100,proportional,20260904
15.95,b,55,301,100,proportional,20260904
15.95,c,89,301,100,proportional,20260904
15.95,d,53,301,100,proportional,20260904
16,o,60,306,100,proportional,20260904
16,a,49,306,100,proportional,20260904
16,b,54,306,100,proportional,20260904
16,c,88,306,100,proportional,20260904
16,d,55,306,100,proportional,20260904
16.05,o,58,311,100,proportional,20260904
16.05,a,52,311,100,proportional,20260904
16.05,b,56,311,100,proportional,20260904
16.05,c,87,311,100,proportional,20260904
16.05,d,58,311,100,proportional,20260904
16.1,o,54,307,100,proportional,20260904
16.1,a,53,307,100,proportional,20260904
16.1,b,59,307,100,proportional,20260904
16.1,c,81,307,100,proportional,20260904
16.1,d,60,307,100,proportional,20260904
16.15,o,56,301,100,proportional,20260904
16.15,a,51,301,100,proportional,20260904
16.15,b,60,301,100,proportional,20260904
16.15,c,79,301,100,proportional,20260904
16.15,d,55,301,100,proportional,20260904
16.2,o,53,304,100,proportional,20260904
16.2,a,50,304,100,proportional,20260904
16.2,b,62,304,100,proportional,20260904
16.2,c,78,304,100,proportional,20260904
16.2,d,61,304,100,proportional,20260904
16.25,o,54,304,100,proportional,20260904
16.25,a,50,304,100,proportional,20260904
16.25,b,64,304,100,proportional,20260904
16.25,c,73,304,100,proportional,20260904
16.25,d,63,304,100,proportional,20260904
16.3,o,55,305,100,proportional,20260904
16.3,a,52,305,100,proportional,20260904
16.3,b,61,305,100,proportional,20260904
16.3,c,74,305,100,proportional,20260904
16.3,d,63,305,100,proportional,20260904
16.35,o,54,298,100,proportional,20260904
16.35,a,51,298,100,proportional,20260904
16.35,b,62,298,100,proportional,20260904
16.35,c,75,298,100,proportional,20260904
16.35,d,56,298,100,proportional,20260904
16.4,o,55,296,100,proportional,20260904
16.4,a,52,296,100,proportional,20260904
16.4,b,62,296,100,proportional,20260904
16.4,c,76,296,100,proportional,20260904
16.4,d,51,296,100,proportional,20260904
16.45,o,57,299,100,proportional,20260904
16.45,a,55,299,100,proportional,20260904
16.45,b,64,299,100,proportional,20260904
16.45,c,74,299,100,proportional,20260904
16.45,d,49,299,100,proportional,20260904
16.5,o,58,301,100,proportional,20260904
16.5,a,52,301,100,proportional,20260904
16.5,b,64,301,100,proportional,20260904
16.5,c,75,301,100,proportional,20260904
16.5,d,52,301,100,proportional,20260904
16.55,o,61,302,100,proportional,20260904
16.55,a,52,302,100,proportional,20260904
16.55,b,65,302,100,proportional,20260904
16.55,c,77,302,100,proportional,20260904
16.55,d,47,302,100,proportional,20260904
16.6,o,61,303,100,proportional,20260904
16.6,a,50,303,100,proportional,20260904
16.6,b,67,303,100,proportional,20260904
16.6,c,79,303,100,proportional,20260904
16.6,d,46,303,100,proportional,20260904
16.65,o,62,306,100,proportional,20260904
16.65,a,49,306,100,proportional,20260904
16.65,b,62,306,100,proportional,20260904
16.65,c,80,306,100,proportional,20260904
16.65,d,53,306,100,proportional,20260904
16.7,o,56,303,100,proportional,20260904
16.7,a,50,303,100,proportional,20260904
16.7,b,63,303,100,proportional,20260904
16.7,c,83,303,100,proportional,20260904
16.7,d,51,303,100,proportional,20260904
16.75,o,55,303,100,proportional,20260904
16.75,a,51,303,100,proportional,20260904
16.75,b,61,303,100,proportional,20260904
16.75,c,83,303,100,proportional,20260904
16.75,d,53,303,100,proportional,20260904
16.8,o,52,302,100,proportional,20260904
16.8,a,52,302,100,proportional,20260904
16.8,b,64,302,100,proportional,20260904
16.8,c,80,302,100,proportional,20260904
16.8,d,54,302,100,proportional,20260904
16.85,o,54,305,100,proportional,20260904
16.85,a,56,305,100,proportional,20260904
16.85,b,64,305,100,proportional,20260904
16.85,c,81,305,100,proportional,20260904
16.85,d,50,305,100,proportional,20260904
16.9,o,59,307,100,proportional,20260904
16.9,a,56,307,100,proportional,20260904
16.9,b,63,307,100,proportional,20260904
16.9,c,81,307,100,proportional,20260904
16.9,d,48,307,100,proportional,20260904
16.95,o,62,311,100,proportional,20260904
16.95,a,57,311,100,proportional,20260904
16.95,b,65,311,100,proportional,20260904
16.95,c,82,311,100,proportional,20260904
16.95,d,45,311,100,proportional,20260904
17,o,63,314,100,proportional,20260904
17,a,56,314,100,proportional,20260904
17,b,66,314,100,proportional,20260904
17,c,78,314,100,proportional,20260904
17,d,51,314,100,proportional,20260904
17.05,o,62,313,100,proportional,20260904
17.05,a,55,313,100,proportional,20260904
17.05,b,66,313,100,proportional,20260904
17.05,c,78,313,100,proportional,20260904
17.05,d,52,313,100,proportional,20260904
17.1,o,63,314,100,proportional,20260904
17.1,a,54,314,100,proportional,20260904
17.1,b,69,314,100,proportional,20260904
17.1,c,72,314,100,proportional,20260904
17.1,d,56,314,100,proportional,20260904
17.15,o,65,311,100,proportional,20260904
17.15,a,57,311,100,proportional,20260904
17.15,b,68,311,100,proportional,20260904
17.15,c,69,311,100,proportional,20260904
17.15,d,52,311,100,proportional,20260904
17.2,o,65,314,100,proportional,20260904
17.2,a,61,314,100,proportional,20260904
17.2,b,65,314,100,proportional,20260904
17.2,c,69,314,100,proportional,20260904
17.2,d,54,314,100,proportional,20260904
17.25,o,62,314,100,proportional,20260904
17.25,a,60,314,100,proportional,20260904
17.25,b,61,314,100,proportional,20260904
17.25,c,77,314,100,proportional,20260904
17.25,d,54,314,100,proportional,20260904
17.3,o,59,316,100,proportional,20260904
17.3,a,56,316,100,proportional,20260904
17.3,b,62,316,100,proportional,20260904
17.3,c,78,316,100,proportional,20260904
17.3,d,61,316,100,proportional,20260904
17.35,o,57,314,100,proportional,20260904
17.35,a,54,314,100,proportional,20260904
17.35,b,62,314,100,proportional,20260904
17.35,c,76,314,100,proportional,20260904
17.35,d,65,314,100,proportional,20260904
17.4,o,59,315,100,proportional,20260904
17.4,a,51,315,100,proportional,20260904
17.4,b,63,315,100,proportional,20260904
17.4,c,72,315,100,proportional,20260904
17.4,d,70,315,100,proportional,20260904
17.45,o,60,323,100,proportional,20260904
17.45,a,51,323,100,proportional,20260904
17.45,b,65,323,100,proportional,20260904
17.45,c,73,323,100,proportional,20260904
17.45,d,74,323,100,proportional,20260904
17.5,o,63,323,100,proportional,20260904
17.5,a,49,323,100,proportional,20260904
17.5,b,66,323,100,proportional,20260904
17.5,c,73,323,100,proportional,20260904
17.5,d,72,323,100,proportional,20260904
17.55,o,68,327,100,proportional,20260904
17.55,a,51,327,100,proportional,20260904
17.55,b,65,327,100,proportional,20260904
17.55,c,73,327,100,proportional,20260904
17.55,d,70,327,100,proportional,20260904
17.6,o,68,325,100,proportional,20260904
17.6,a,52,325,100,proportional,20260904
17.6,b,62,325,100,proportional,20260904
17.6,c,75,325,100,proportional,20260904
17.6,d,68,325,100,proportional,20260904
17.65,o,66,320,100,proportional,20260904
17.65,a,50,320,100,proportional,20260904
17.65,b,65,320,100,proportional,20260904
17.65,c,73,320,100,proportional,20260904
17.65,d,66,320,100,proportional,20260904
17.7,o,65,322,100,proportional,20260904
17.7,a,55,322,100,proportional,20260904
17.7,b,64,322,100,proportional,20260904
17.7,c,76,322,100,proportional,20260904
17.7,d,62,322,100,proportional,20260904
17.75,o,63,321,100,proportional,20260904
17.75,a,55,321,100,proportional,20260904
17.75,b,64,321,100,proportional,20260904
17.75,c,80,321,100,proportional,20260904
17.75,d,59,321,100,proportional,20260904
17.8,o,61,318,100,proportional,20260904
17.8,a,58,318,100,proportional,20260904
17.8,b,60,318,100,proportional,20260904
17.8,c,76,318,100,proportional,20260904
17.8,d,63,318,100,proportional,20260904
17.85,o,61,316,100,proportional,20260904
17.85,a,57,316,100,proportional,20260904
17.85,b,58,316,100,proportional,20260904
17.85,c,78,316,100,proportional,20260904
17.85,d,62,316,100,proportional,20260904
17.9,o,62,316,100,proportional,20260904
17.9,a,56,316,100,proportional,20260904
17.9,b,59,316,100,proportional,20260904
17.9,c,75,316,100,proportional,20260904
17.9,d,64,316,100,proportional,20260904
17.95,o,62,319,100,proportional,20260904
17.95,a,57,319,100,proportional,20260904
17.95,b,60,319,100,proportional,20260904
17.95,c,76,319,100,proportional,20260904
17.95,d,64,319,100,proportional,20260904
18,o,67,317,100,proportional,20260904
18,a,55,317,100,proportional,20260904
18,b,60,317,100,proportional,20260904
18,c,72,317,100,proportional,20260904
18,d,63,317,100,proportional,20260904
18.05,o,66,316,100,proportional,20260904
18.05,a,50,316,100,proportional,20260904
18.05,b,62,316,100,proportional,20260904
18.05,c,74,316,100,proportional,20260904
18.05,d,64,316,100,proportional,20260904
18.1,o,63,316,100,proportional,20260904
18.1,a,54,316,100,proportional,20260904
18.1,b,63,316,100,proportional,20260904
18.1,c,75,316,100,proportional,20260904
18.1,d,61,316,100,proportional,20260904
18.15,o,55,311,100,proportional,20260904
18.15,a,58,311,100,proportional,20260904
18.15,b,67,311,100,proportional,20260904
18.15,c,72,311,100,proportional,20260904
18.15,d,59,311,100,proportional,20260904
18.2,o,51,308,100,proportional,20260904
18.2,a,60,308,100,proportional,20260904
18.2,b,70,308,100,proportional,20260904
18.2,c,68,308,100,proportional,20260904
18.2,d,59,308,100,proportional,20260904
18.25,o,52,309,100,proportional,20260904
18.25,a,63,309,100,proportional,20260904
18.25,b,71,309,100,proportional,20260904
18.25,c,67,309,100,proportional,20260904
18.25,d,56,309,100,proportional,20260904
18.3,o,45,304,100,proportional,20260904
18.3,a,69,304,100,proportional,20260904
18.3,b,71,304,100,proportional,20260904
18.3,c,64,304,100,proportional,20260904
18.3,d,55,304,100,proportional,20260904
18.35,o,45,303,100,proportional,20260904
18.35,a,66,303,100,proportional,20260904
18.35,b,70,303,100,proportional,20260904
18.35,c,65,303,100,proportional,20260904
18.35,d,57,303,100,proportional,20260904
18.4,o,45,306,100,proportional,20260904
18.4,a,67,306,100,proportional,20260904
18.4,b,70,306,100,proportional,20260904
18.4,c,66,306,100,proportional,20260904
18.4,d,58,306,100,proportional,20260904
18.45,o,44,307,100,proportional,20260904
18.45,a,68,307,100,proportional,20260904
18.45,b,71,307,100,proportional,20260904
18.45,c,69,307,100,proportional,20260904
18.45,d,55,307,100,proportional,20260904
18.5,o,47,310,100,proportional,20260904
18.5,a,68,310,100,proportional,20260904
18.5,b,72,310,100,proportional,20260904
18.5,c,66,310,100,proportional,20260904
18.5,d,57,310,100,proportional,20260904
18.55,o,46,311,100,proportional,20260904
18.55,a,70,311,100,proportional,20260904
18.55,b,72,311,100,proportional,20260904
18.55,c,67,311,100,proportional,20260904
18.55,d,56,311,100,proportional,20260904
18.6,o,48,313,100,proportional,20260904
18.6,a,67,313,100,proportional,20260904
18.6,b,71,313,100,proportional,20260904
18.6,c,71,313,100,proportional,20260904
18.6,d,56,313,100,proportional,20260904
18.65,o,48,314,100,proportional,20260904
18.65,a,70,314,100,proportional,20260904
18.65,b,68,314,100,proportional,20260904
18.65,c,74,314,100,proportional,20260904
18.65,d,54,314,100,proportional,20260904
18.7,o,48,317,100,proportional,20260904
18.7,a,71,317,100,proportional,20260904
18.7,b,69,317,100,proportional,20260904
18.7,c,74,317,100,proportional,20260904
18.7,d,55,317,100,proportional,20260904
18.75,o,46,317,100,proportional,20260904
18.75,a,74,317,100,proportional,20260904
18.75,b,67,317,100,proportional,20260904
18.75,c,78,317,100,proportional,20260904
18.75,d,52,317,100,proportional,20260904
18.8,o,47,315,100,proportional,20260904
18.8,a,72,315,100,proportional,20260904
18.8,b,65,315,100,proportional,20260904
18.8,c,79,315,100,proportional,20260904
18.8,d,52,315,100,proportional,20260904
18.85,o,50,317,100,proportional,20260904
18.85,a,68,317,100,proportional,20260904
18.85,b,67,317,100,proportional,20260904
18.85,c,77,317,100,proportional,20260904
18.85,d,55,317,100,proportional,20260904
18.9,o,49,315,100,proportional,20260904
18.9,a,67,315,100,proportional,20260904
18.9,b,67,315,100,proportional,20260904
18.9,c,78,315,100,proportional,20260904
18.9,d,54,315,100,proportional,20260904
18.95,o,48,316,100,proportional,20260904
18.95,a,65,316,100,proportional,20260904
18.95,b,69,316,100,proportional,20260904
18.95,c,77,316,100,proportional,20260904
18.95,d,57,316,100,proportional,20260904
19,o,45,317,100,proportional,20260904
19,a,67,317,100,proportional,20260904
19,b,70,317,100,proportional,20260904
19,c,78,317,100,proportional,20260904
19,d,57,317,100,proportional,20260904
19.05,o,49,318,100,proportional,20260904
19.05,a,60,318,100,proportional,20260904
19.05,b,66,318,100,proportional,20260904
19.05,c,84,318,100,proportional,20260904
19.05,d,59,318,100,proportional,20260904
19.1,o,53,318,100,proportional,20260904
19.1,a,61,318,100,proportional,20260904
19.1,b,68,318,100,proportional,20260904
19.1,c,82,318,100,proportional,20260904
19.1,d,54,318,100,proportional,20260904
19.15,o,52,318,100,proportional,20260904
19.15,a,62,318,100,proportional,20260904
19.15,b,72,318,100,proportional,20260904
19.15,c,78,318,100,proportional,20260904
19.15,d,54,318,100,proportional,20260904
19.2,o,50,321,100,proportional,20260904
19.2,a,59,321,100,proportional,20260904
19.2,b,76,321,100,proportional,20260904
19.2,c,77,321,100,proportional,20260904
19.2,d,59,321,100,proportional,20260904
19.25,o,52,321,100,proportional,20260904
19.25,a,56,321,100,proportional,20260904
19.25,b,72,321,100,proportional,20260904
19.25,c,81,321,100,proportional,20260904
19.25,d,60,321,100,proportional,20260904
19.3,o,51,319,100,proportional,20260904
19.3,a,52,319,100,proportional,20260904
19.3,b,73,319,100,proportional,20260904
19.3,c,83,319,100,proportional,20260904
19.3,d,60,319,100,proportional,20260904
19.35,o,46,315,100,proportional,20260904
19.35,a,49,315,100,proportional,20260904
19.35,b,74,315,100,proportional,20260904
19.35,c,83,315,100,proportional,20260904
19.35,d,63,315,100,proportional,20260904
19.4,o,42,313,100,proportional,20260904
19.4,a,48,313,100,proportional,20260904
19.4,b,76,313,100,proportional,20260904
19.4,c,85,313,100,proportional,20260904
19.4,d,62,313,100,proportional,20260904
19.45,o,42,314,100,proportional,20260904
19.45,a,47,314,100,proportional,20260904
19.45,b,73,314,100,proportional,20260904
19.45,c,87,314,100,proportional,20260904
19.45,d,65,314,100,proportional,20260904
19.5,o,45,315,100,proportional,20260904
19.5,a,46,315,100,proportional,20260904
19.5,b,74,315,100,proportional,20260904
19.5,c,86,315,100,proportional,20260904
19.5,d,64,315,100,proportional,20260904
19.55,o,44,314,100,proportional,20260904
19.55,a,45,314,100,proportional,20260904
19.55,b,76,314,100,proportional,20260904
19.55,c,84,314,100,proportional,20260904
19.55,d,65,314,100,proportional,20260904
19.6,o,46,309,100,proportional,20260904
19.6,a,42,309,100,proportional,20260904
19.6,b,75,309,100,proportional,20260904
19.6,c,79,309,100,proportional,20260904
19.6,d,67,309,100,proportional,20260904
19.65,o,45,303,100,proportional,20260904
19.65,a,42,303,100,proportional,20260904
19.65,b,75,303,100,proportional,20260904
19.65,c,81,303,100,proportional,20260904
19.65,d,60,303,100,proportional,20260904
19.7,o,43,301,100,proportional,20260904
19.7,a,40,301,100,proportional,20260904
19.7,b,77,301,100,proportional,20260904
19.7,c,79,301,100,proportional,20260904
19.7,d,62,301,100,proportional,20260904
19.75,o,43,302,100,proportional,20260904
19.75,a,38,302,100,proportional,20260904
19.75,b,78,302,100,proportional,20260904
19.75,c,76,302,100,proportional,20260904
19.75,d,67,302,100,proportional,20260904
19.8,o,42,293,100,proportional,20260904
19.8,a,38,293,100,proportional,20260904
19.8,b,77,293,100,proportional,20260904
19.8,c,75,293,100,proportional,20260904
19.8,d,61,293,100,proportional,20260904
19.85,o,41,293,100,proportional,20260904
19.85,a,42,293,100,proportional,20260904
19.85,b,71,293,100,proportional,20260904
19.85,c,77,293,100,proportional,20260904
19.85,d,62,293,100,proportional,20260904
19.9,o,42,292,100,proportional,20260904
19.9,a,42,292,100,proportional,20260904
19.9,b,72,292,100,proportional,20260904
19.9,c,77,292,100,proportional,20260904
19.9,d,59,292,100,proportional,20260904
19.95,o,45,290,100,proportional,20260904
19.95,a,41,290,100,proportional,20260904
19.95,b,68,290,100,proportional,20260904
19.95,c,79,290,100,proportional,20260904
19.95,d,57,290,100,proportional,20260904
20,o,44,296,100,proportional,20260904
20,a,44,296,100,proportional,20260904
20,b,70,296,100,proportional,20260904
20,c,72,296,100,proportional,20260904
20,d,66,296,100,proportional,20260904
20.05,o,48,297,100,proportional,20260904
20.05,a,46,297,100,proportional,20260904
20.05,b,65,297,100,proportional,20260904
20.05,c,75,297,100,proportional,20260904
20.05,d,63,297,100,proportional,20260904
20.1,o,50,296,100,proportional,20260904
20.1,a,44,296,100,proportional,20260904
20.1,b,68,296,100,proportional,20260904
20.1,c,75,296,100,proportional,20260904
20.1,d,59,296,100,proportional,20260904
20.15,o,54,298,100,proportional,20260904
20.15,a,44,298,100,proportional,20260904
20.15,b,69,298,100,proportional,20260904
20.15,c,68,298,100,proportional,20260904
20.15,d,63,298,100,proportional,20260904
20.2,o,58,296,100,proportional,20260904
20.2,a,43,296,100,proportional,20260904
20.2,b,66,296,100,proportional,20260904
20.2,c,69,296,100,proportional,20260904
20.2,d,60,296,100,proportional,20260904
20.25,o,54,299,100,proportional,20260904
20.25,a,47,299,100,proportional,20260904
20.25,b,66,299,100,proportional,20260904
20.25,c,68,299,100,proportional,20260904
20.25,d,64,299,100,proportional,20260904
20.3,o,56,302,100,proportional,20260904
20.3,a,51,302,100,proportional,20260904
20.3,b,63,302,100,proportional,20260904
20.3,c,70,302,100,proportional,20260904
20.3,d,62,302,100,proportional,20260904
20.35,o,58,304,100,proportional,20260904
20.35,a,50,304,100,proportional,20260904
20.35,b,64,304,100,proportional,20260904
20.35,c,69,304,100,proportional,20260904
20.35,d,63,304,100,proportional,20260904
20.4,o,50,298,100,proportional,20260904
20.4,a,54,298,100,proportional,20260904
20.4,b,62,298,100,proportional,20260904
20.4,c,74,298,100,proportional,20260904
20.4,d,58,298,100,proportional,20260904
20.45,o,51,296,100,proportional,20260904
20.45,a,56,296,100,proportional,20260904
20.45,b,62,296,100,proportional,20260904
20.45,c,73,296,100,proportional,20260904
20.45,d,54,296,100,proportional,20260904
20.5,o,51,297,100,proportional,20260904
20.5,a,58,297,100,proportional,20260904
20.5,b,60,297,100,proportional,20260904
20.5,c,73,297,100,proportional,20260904
20.5,d,55,297,100,proportional,20260904
20.55,o,56,298,100,proportional,20260904
20.55,a,56,298,100,proportional,20260904
20.55,b,57,298,100,proportional,20260904
20.55,c,72,298,100,proportional,20260904
20.55,d,57,298,100,proportional,20260904
20.6,o,60,300,100,proportional,20260904
20.6,a,55,300,100,proportional,20260904
20.6,b,58,300,100,proportional,20260904
20.6,c,70,300,100,proportional,20260904
20.6,d,57,300,100,proportional,20260904
20.65,o,60,300,100,proportional,20260904
20.65,a,54,300,100,proportional,20260904
20.65,b,56,300,100,proportional,20260904
20.65,c,75,300,100,proportional,20260904
20.65,d,55,300,100,proportional,20260904
20.7,o,58,298,100,proportional,20260904
20.7,a,54,298,100,proportional,20260904
20.7,b,57,298,100,proportional,20260904
20.7,c,70,298,100,proportional,20260904
20.7,d,59,298,100,proportional,20260904
20.75,o,57,300,100,proportional,20260904
20.75,a,56,300,100,proportional,20260904
20.75,b,58,300,100,proportional,20260904
20.75,c,71,300,100,proportional,20260904
20.75,d,58,300,100,proportional,20260904
20.8,o,59,298,100,proportional,20260904
20.8,a,57,298,100,proportional,20260904
20.8,b,57,298,100,proportional,20260904
20.8,c,71,298,100,proportional,20260904
20.8,d,54,298,100,proportional,20260904
20.85,o,58,300,100,proportional,20260904
20.85,a,56,300,100,proportional,20260904
20.85,b,58,300,100,proportional,20260904
20.85,c,68,300,100,proportional,20260904
20.85,d,60,300,100,proportional,20260904
20.9,o,58,300,100,proportional,20260904
20.9,a,54,300,100,proportional,20260904
20.9,b,57,300,100,proportional,20260904
20.9,c,67,300,100,proportional,20260904
20.9,d,64,300,100,proportional,20260904
20.95,o,58,298,100,proportional,20260904
20.95,a,53,298,100,proportional,20260904
20.95,b,56,298,100,proportional,20260904
20.95,c,67,298,100,proportional,20260904
20.95,d,64,298,100,proportional,20260904
21,o,56,291,100,proportional,20260904
21,a,54,291,100,proportional,20260904
21,b,55,291,100,proportional,20260904
21,c,69,291,100,proportional,20260904
21,d,57,291,100,proportional,20260904
21.05,o,56,293,100,proportional,20260904
21.05,a,54,293,100,proportional,20260904
21.05,b,57,293,100,proportional,20260904
21.05,c,71,293,100,proportional,20260904
21.05,d,55,293,100,proportional,20260904
21.1,o,58,294,100,proportional,20260904
21.1,a,53,294,100,proportional,20260904
21.1,b,60,294,100,proportional,20260904
21.1,c,72,294,100,proportional,20260904
21.1,d,51,294,100,proportional,20260904
21.15,o,57,294,100,proportional,20260904
21.15,a,58,294,100,proportional,20260904
21.15,b,57,294,100,proportional,20260904
21.15,c,72,294,100,proportional,20260904
21.15,d,50,294,100,proportional,20260904
21.2,o,53,297,100,proportional,20260904
21.2,a,56,297,100,proportional,20260904
21.2,b,62,297,100,proportional,20260904
21.2,c,73,297,100,proportional,20260904
21.2,d,53,297,100,proportional,20260904
21.25,o,58,304,100,proportional,20260904
21.25,a,58,304,100,proportional,20260904
21.25,b,64,304,100,proportional,20260904
21.25,c,74,304,100,proportional,20260904
21.25,d,50,304,100,proportional,20260904
21.3,o,54,304,100,proportional,20260904
21.3,a,63,304,100,proportional,20260904
21.3,b,62,304,100,proportional,20260904
21.3,c,77,304,100,proportional,20260904
21.3,d,48,304,100,proportional,20260904
21.35,o,52,302,100,proportional,20260904
21.35,a,65,302,100,proportional,20260904
21.35,b,62,302,100,proportional,20260904
21.35,c,76,302,100,proportional,20260904
21.35,d,47,302,100,proportional,20260904
21.4,o,54,300,100,proportional,20260904
21.4,a,63,300,100,proportional,20260904
21.4,b,56,300,100,proportional,20260904
21.4,c,81,300,100,proportional,20260904
21.4,d,46,300,100,proportional,20260904
21.45,o,54,301,100,proportional,20260904
21.45,a,64,301,100,proportional,20260904
21.45,b,57,301,100,proportional,20260904
21.45,c,76,301,100,proportional,20260904
21.45,d,50,301,100,proportional,20260904
21.5,o,52,299,100,proportional,20260904
21.5,a,64,299,100,proportional,20260904
21.5,b,60,299,100,proportional,20260904
21.5,c,69,299,100,proportional,20260904
21.5,d,54,299,100,proportional,20260904
21.55,o,50,297,100,proportional,20260904
21.55,a,62,297,100,proportional,20260904
21.55,b,58,297,100,proportional,20260904
21.55,c,69,297,100,proportional,20260904
21.55,d,58,297,100,proportional,20260904
21.6,o,46,297,100,proportional,20260904
21.6,a,62,297,100,proportional,20260904
21.6,b,58,297,100,proportional,20260904
21.6,c,71,297,100,proportional,20260904
21.6,d,60,297,100,proportional,20260904
21.65,o,49,298,100,proportional,20260904
21.65,a,63,298,100,proportional,20260904
21.65,b,57,298,100,proportional,20260904
21.65,c,71,298,100,proportional,20260904
21.65,d,58,298,100,proportional,20260904
21.7,o,54,300,100,proportional,20260904
21.7,a,61,300,100,proportional,20260904
21.7,b,57,300,100,proportional,20260904
21.7,c,72,300,100,proportional,20260904
21.7,d,56,300,100,proportional,20260904
21.75,o,51,302,100,proportional,20260904
21.75,a,64,302,100,proportional,20260904
21.75,b,59,302,100,proportional,20260904
21.75,c,74,302,100,proportional,20260904
21.75,d,54,302,100,proportional,20260904
21.8,o,52,303,100,proportional,20260904
21.8,a,63,303,100,proportional,20260904
21.8,b,62,303,100,proportional,20260904
21.8,c,69,303,100,proportional,20260904
21.8,d,57,303,100,proportional,20260904
21.85,o,53,306,100,proportional,20260904
21.85,a,64,306,100,proportional,20260904
21.85,b,65,306,100,proportional,20260904
21.85,c,65,306,100,proportional,20260904
21.85,d,59,306,100,proportional,20260904
21.9,o,49,304,100,proportional,20260904
21.9,a,61,304,100,proportional,20260904
21.9,b,72,304,100,proportional,20260904
21.9,c,65,304,100,proportional,20260904
21.9,d,57,304,100,proportional,20260904
21.95,o,48,302,100,proportional,20260904
21.95,a,61,302,100,proportional,20260904
21.95,b,73,302,100,proportional,20260904
21.95,c,67,302,100,proportional,20260904
21.95,d,53,302,100,proportional,20260904
22,o,47,301,100,proportional,20260904
22,a,60,301,100,proportional,20260904
22,b,74,301,100,proportional,20260904
22,c,69,301,100,proportional,20260904
22,d,51,301,100,proportional,20260904
22.05,o,50,303,100,proportional,20260904
22.05,a,57,303,100,proportional,20260904
22.05,b,70,303,100,proportional,20260904
22.05,c,73,303,100,proportional,20260904
22.05,d,53,303,100,proportional,20260904
22.1,o,47,301,100,proportional,20260904
22.1,a,58,301,100,proportional,20260904
22.1,b,72,301,100,proportional,20260904
22.1,c,76,301,100,proportional,20260904
22.1,d,48,301,100,proportional,20260904
22.15,o,44,300,100,proportional,20260904
22.15,a,55,300,100,proportional,20260904
22.15,b,73,300,100,proportional,20260904
22.15,c,79,300,100,proportional,20260904
22.15,d,49,300,100,proportional,20260904
22.2,o,48,304,100,proportional,20260904
22.2,a,55,304,100,proportional,20260904
22.2,b,74,304,100,proportional,20260904
22.2,c,79,304,100,proportional,20260904
22.2,d,48,304,100,proportional,20260904
22.25,o,47,305,100,proportional,20260904
22.25,a,56,305,100,proportional,20260904
22.25,b,74,305,100,proportional,20260904
22.25,c,81,305,100,proportional,20260904
22.25,d,47,305,100,proportional,20260904
22.3,o,49,309,100,proportional,20260904
22.3,a,57,309,100,proportional,20260904
22.3,b,73,309,100,proportional,20260904
22.3,c,78,309,100,proportional,20260904
22.3,d,52,309,100,proportional,20260904
22.35,o,49,303,100,proportional,20260904
22.35,a,57,303,100,proportional,20260904
22.35,b,70,303,100,proportional,20260904
22.35,c,79,303,100,proportional,20260904
22.35,d,48,303,100,proportional,20260904
22.4,o,47,304,100,proportional,20260904
22.4,a,57,304,100,proportional,20260904
22.4,b,69,304,100,proportional,20260904
22.4,c,82,304,100,proportional,20260904
22.4,d,49,304,100,proportional,20260904
22.45,o,44,306,100,proportional,20260904
22.45,a,59,306,100,proportional,20260904
22.45,b,70,306,100,proportional,20260904
22.45,c,83,306,100,proportional,20260904
22.45,d,50,306,100,proportional,20260904
