problem,fdg_convention,initial_condition,sccs,sink_components,num_sink_components,converges_to_consensus_for_every_initial_condition,consensus_vector_pi,consensus_value_for_initial_condition,max_abs_final_minus_consensus,figure
1e,continuous_time_dxdt_equals_minus_Lx_L_diag_Lambda1_minus_Lambda,"{""o"": 1.0, ""a"": -0.5, ""b"": 2.0, ""c"": 0.25, ""d"": 1.5}","[[""o"", ""a"", ""b"", ""c"", ""d""]]","[[""o"", ""a"", ""b"", ""c"", ""d""]]",1,yes,"{""o"": 0.21739130434782614, ""a"": 0.14906832298136644, ""b"": 0.26086956521739135, ""c"": 0.18633540372670807, ""d"": 0.186335403726708}",0.990683229814,8.48210390814e-14,figures\problem1_fdg_original_trajectory.png
